Gene	B-cells	NK-cells	T-cells	adipose tissue	adrenal gland	amygdala	appendix	basal ganglia	bone marrow	breast	cerebellum	cerebral cortex	cervix, uterine	colon	corpus callosum	dendritic cells	ductus deferens	duodenum	endometrium	epididymis	esophagus	fallopian tube	gallbladder	granulocytes	heart muscle	hippocampal formation	hypothalamus	kidney	liver	lung	lymph node	midbrain	monocytes	olfactory region	ovary	pancreas	parathyroid gland	pituitary gland	placenta	pons and medulla	prostate	rectum	retina	salivary gland	seminal vesicle	skeletal muscle	skin	small intestine	smooth muscle	spinal cord	spleen	stomach	substantia nigra	testis	thalamus	thymus	thyroid gland	tongue	tonsil	total PBMC	urinary bladder	vagina
HGNC:10918	Low	Low	Moderate	Moderate	Moderate	High	Low	High	Moderate	Moderate	Moderate	High	Moderate	Low	High	Rare	Rare	Moderate	Low	Low	Low	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	Low	Moderate	Moderate	High	Rare	High	Low	Low	Low	Low	Moderate	High	High	Low	Rare	Moderate	Moderate	Moderate	Low	Moderate	Moderate	High	Moderate	Moderate	High	Low	High	Rare	Moderate	Rare	Moderate	Low	High	Moderate
HGNC:23089	Rare	Rare	Rare	Rare	Low	Low	Rare	Low	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Low	Low	Low	High	Rare	Rare	Low	Rare	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:23160	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	High	High	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Low	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:30035	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Low	Low	Moderate	Moderate	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Low	Moderate	Moderate	High	High	Moderate	Moderate	Low	Moderate	Low	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:10924	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Low	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:9160	Low	Rare	Low	Low	High	Moderate	Low	Moderate	Low	Moderate	Low	Low	Low	Low	Low	Rare	High	Low	Low	Low	Low	Low	Low	Rare	Moderate	Low	Moderate	Low	Low	Low	Low	Moderate	Rare	Low	Low	Low	Low	Moderate	Low	Moderate	Moderate	Low	Low	Low	High	Moderate	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Rare	Low	Low	Low	Rare	Low	Low
HGNC:9230	Rare	Rare	Moderate	Low	Moderate	Moderate	Moderate	High	Rare	High	Moderate	Moderate	High	High	High	Rare	Moderate	High	Moderate	Moderate	Moderate	High	High	Rare	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	High	Rare	Moderate	Moderate	High	Low	Moderate	Low	High	Moderate	High	Moderate	High	High	Rare	High	High	Moderate	High	Low	High	High	Moderate	High	Low	Moderate	Moderate	Moderate	Rare	Moderate	Moderate
HGNC:8876	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:32393	Low	Rare	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:26210	Low	Moderate	Moderate	Moderate	Low	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Low	Low	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	High	High	High	High	Moderate	Moderate	Low	Low	High	Low	Moderate	Low	Moderate	Moderate	Low	Moderate	Moderate	High	Moderate	Low	High	Moderate	Moderate	High	Moderate	Moderate	Low	Moderate	Moderate	High	Moderate	High	Low	Moderate	Moderate
HGNC:11179	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High
HGNC:11049	Rare	Rare	Low	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Low	Low	Rare	Low	Low	Rare	Rare	Rare	Low	Rare	Rare	Low	Rare	High	Rare	Rare	Low	Rare	Rare	Rare	Rare	Low	Low	Rare	Low	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	High	Low	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare
HGNC:11010	High	Low	Rare	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Low	Moderate	Moderate	High	Moderate	Low	Low	High	Low	Moderate	Moderate	Low	Low	Moderate	Low	Moderate	Moderate	High	Low	Low	Moderate	Moderate	Moderate	Moderate	Low	Low	Low	Moderate	Moderate	Moderate	Moderate	Low	Low	Low	Moderate	High	Moderate	High	Moderate	High	Moderate	Low	Moderate	High	High	Rare	Low	Moderate	Moderate	Low	Low	Moderate
HGNC:8891	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	High	High	High	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	High	High	High	High	High	High
HGNC:8965	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:29957	Rare	Rare	Low	Low	Moderate	Moderate	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Low	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Low	Low	Moderate	High	Moderate	Low	Moderate	High	Moderate	Low	Moderate	Rare	Moderate	Low	Moderate	Moderate
HGNC:2644	Rare	Rare	Low	High	Moderate	Rare	Low	Rare	Rare	High	Rare	Rare	Moderate	Moderate	Rare	Rare	Moderate	Low	Moderate	Moderate	High	High	Low	Rare	Moderate	Rare	Rare	Low	Rare	High	Low	Low	Rare	Rare	Moderate	Low	Low	Moderate	Low	Low	High	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Rare	Low	Moderate	Moderate	Moderate	Low	High	High
HGNC:412	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High
HGNC:804	Low	Moderate	Moderate	Moderate	High	High	Moderate	High	Low	High	High	High	Moderate	High	High	Moderate	Moderate	High	High	Moderate	High	Moderate	High	Moderate	High	High	High	High	High	High	Moderate	High	Moderate	High	Moderate	High	High	High	Moderate	High	Moderate	High	High	High	High	High	Moderate	High	High	High	Moderate	High	High	Moderate	High	Low	High	High	Moderate	Low	Moderate	Moderate
HGNC:20461	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Low	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:12562	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	High	High	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:7064	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	Low	High	High	Moderate	High	High	High
HGNC:21285	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Low	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare
HGNC:9280	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:10682	High	High	High	High	High	High	High	High	Moderate	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:10761	Moderate	Moderate	Moderate	High	High	Moderate	High	High	High	High	High	High	High	High	High	Moderate	High	Moderate	High	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	High	Moderate	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	Moderate	High	High	Moderate	High	Moderate	High	High
HGNC:8984	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:8994	Moderate	Moderate	Moderate	High	High	High	High	High	Moderate	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	Moderate	High	High	Moderate	High	High	High	High	Moderate	Moderate	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	Moderate	High	High	Moderate	High	Moderate	High	High
HGNC:10997	Low	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:16029	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	High	Rare	Rare	Rare	Moderate	Low	Low	Low	Low	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Low	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare
HGNC:9020	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Low	Rare	Rare	Moderate	Rare	Rare	Rare	Moderate	Rare	Low	Rare	Rare	Low	Rare	Rare	Rare	Low	Moderate	High	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	High	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:4124	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate
HGNC:122	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:13709	High	High	High	High	Moderate	High	Moderate	High	High	High	Moderate	High	High	High	High	High	High	High	High	Moderate	High	Moderate	Moderate	High	High	High	High	Moderate	High	High	High	High	High	High	Moderate	Moderate	Moderate	High	High	High	High	Moderate	High	High	High	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	High	High	High	High
HGNC:6179	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	High	High	Moderate	High	Moderate	High	High	Low	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	High	High	High	Moderate	High	Moderate	High	High	Moderate	Moderate	High	Moderate	High	Moderate
HGNC:4693	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:25193	Rare	Rare	Rare	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	High	Low	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Low	Moderate	Moderate	High	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Rare	Moderate	Moderate
HGNC:30262	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	Moderate	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High	High
HGNC:3401	Low	Low	Low	High	High	High	Moderate	High	Moderate	High	Moderate	High	High	Moderate	High	Moderate	High	High	High	High	High	High	High	Low	Moderate	High	Moderate	High	High	High	Moderate	High	Moderate	Moderate	High	High	High	Moderate	Moderate	High	High	Moderate	High	High	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	High	High	Moderate	High	High
HGNC:25575	Rare	Low	Moderate	Low	Low	Moderate	Low	Moderate	Low	Moderate	Low	Moderate	Moderate	Low	Low	Rare	Moderate	Low	Low	Moderate	Moderate	Moderate	Low	Rare	Low	Low	Low	High	High	Low	Low	Low	Rare	Low	Moderate	Moderate	Moderate	Moderate	Low	Low	Moderate	Low	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Low	Low	Low	Low	High	Low	Low	Moderate	Moderate	Moderate	Low	Moderate	Moderate
HGNC:18264	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	High	Low	Low	Low	High	Rare	Moderate	High	Moderate	Low	Low	Low	Low	Low	Rare	Moderate	Moderate	Low	Low	Low	Low	Low	Low	Low	Rare	Moderate	High	Low	Low	Low	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Low	Moderate
HGNC:13887	Low	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	High	Rare	Low	Rare	High	Rare	Rare	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:10946	Moderate	High	High	High	Moderate	Moderate	High	High	High	High	High	High	Moderate	High	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	Moderate	High	High	High	High	Moderate	High	High	Moderate	High	Moderate	Moderate	High	High	High	High	High	Moderate	Moderate	High	Moderate	High	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	High	Moderate
HGNC:23242	Rare	Rare	Low	Low	Moderate	Moderate	Low	Moderate	Low	Low	High	High	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Low	Moderate	Low	Low	Low	Low	Low	Moderate	Low	Low	Moderate	Low	Moderate	Rare	Low	Rare	Low	Rare	Low	Rare
HGNC:13811	Rare	Low	High	Low	Moderate	High	Low	High	Low	Low	High	High	Low	Low	Low	Rare	Rare	Low	Low	Low	Low	Low	Low	Rare	Low	High	High	Low	Low	Low	Low	Moderate	Rare	High	Low	Low	Low	Moderate	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Moderate	Low	Low	Rare	Low	Rare	Low	Rare	Low	Rare
HGNC:22923	High	High	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	High	High	High	High	High	High	High	Moderate	Moderate	High	High	Moderate	Moderate	High	High	Moderate	Moderate	High	High	Moderate	Moderate	High	High	High	High	Moderate	High	High	Moderate	High	High	Moderate	Moderate	High	High	Moderate	High	High	High	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	Moderate
HGNC:20661	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	High	Moderate	High	High	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate
HGNC:3978	Rare	Rare	Low	High	Moderate	Moderate	Low	High	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	High	High	Low	Low	Moderate	Rare	Moderate	Moderate	Moderate	Low	Low	Low	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	Low	Low	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Rare	Low	Moderate	Moderate	Rare	Moderate	Moderate
HGNC:473	Low	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Low	Low	Moderate	Moderate	Moderate
HGNC:2856	Low	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate
HGNC:10993	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Low	Moderate	Moderate	Low	Moderate	Low	Rare	Low	Moderate	Low	Moderate	Low	Low	Moderate	Moderate	Low	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Moderate	Rare	Moderate	Low	Low	Low	Rare	Low	Moderate	Low	Low	Moderate	Moderate	Low	Low	Moderate	Moderate	Low	Low	Low	Low	Moderate	Low	Low	Low	Low	Low
HGNC:21088	Low	Moderate	Moderate	Moderate	High	High	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	High	Low	Low	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	High	Moderate	Moderate	Moderate	High	Low	High	High	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	High	Low	High	Rare	Moderate	Low	Moderate	Moderate
HGNC:4187	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Rare	Low	Rare	Rare	Rare	Rare	High	Rare	Rare	Rare	Rare	Low	High	Rare	Rare	Rare	Rare	Rare	Rare	Moderate	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Low	Rare	Rare	Low	Low	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare	Rare
HGNC:30412	Moderate	Low	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	High	Moderate	High	High	High	High	Moderate	Moderate	Moderate	High	Moderate	High	Moderate	High	Low	High	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	High	High	Moderate	High	High	Moderate	High	Moderate	Moderate	High	Moderate	Low	High	High
HGNC:23198	Moderate	Low	Moderate	Moderate	High	Moderate	Moderate	Moderate	Low	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Rare	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	High	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	High	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Moderate	Low	Moderate	Moderate
